	0.0	0.07142857142857142	0.14285714285714285	0.21428571428571427	0.2857142857142857	0.3571428571428571	0.42857142857142855	0.5	0.5714285714285714	0.6428571428571428	0.7142857142857142	0.7857142857142857	0.8571428571428571	0.9285714285714285	1.0	1.0714285714285714	1.1428571428571428	1.2142857142857142	1.2857142857142856	1.357142857142857	1.4285714285714284	1.5	1.5714285714285714	1.6428571428571428	1.7142857142857142	1.7857142857142856	1.857142857142857	1.9285714285714284	2.0	2.071428571428571	2.142857142857143	2.214285714285714	2.2857142857142856	2.357142857142857	2.4285714285714284	2.5	2.571428571428571	2.642857142857143	2.714285714285714	2.7857142857142856	2.8571428571428568	2.9285714285714284	3.0	3.071428571428571	3.142857142857143	3.214285714285714	3.2857142857142856	3.3571428571428568	3.4285714285714284	3.5
Coleoptile_Biomass_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Straw_Biomass_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACCOAC_OSAc_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACCOAC_OSAr_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACPC_OSs_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACPC_OSm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAC_Osc_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAC_Osr_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_co2(e)	-22.199999999999964	-22.199999999999996	-22.200000000000045	-22.199999999999317	-22.199999999999974	-22.200000000000188	-22.200000000000056	-22.199999999999992	-22.200000000000042	-22.199999999999974	-22.200000000000003	-22.19999999999998	-22.200000000000543	-22.200000000000006	-22.20000000000006	-22.20000000000007	-22.200000000000113	-22.20000000000006	-22.199999999999594	-22.200000000000806	-22.200000000000056	-22.200000000000003	-22.200000000000045	-22.200000000000045	-22.200000000000138	-22.1999999999999	-22.199999999999797	-22.199999999999953	-22.200000000000244	-22.20000000000025	-22.199999999999807	-22.200000000000166	-22.200000000000042	-22.20000000000011	-22.199999999999754	-22.199999999999907	-22.20000000000001	-22.20000000000003	-22.200000000000053	-22.20000000000009	-22.199999999999967	-22.20000000000002	-22.200000000000006	-22.19999999999993	-22.19999999999993	-22.200000000000006	-22.200000000000106	-22.20000000000011	-22.19999999999994	-22.20000000000041
EX_h2o(e)	-1.9244506141254707	-1.924450614125508	0.0	-1.917492716895878	-1.895462899257387	-1.9077058311851252	-1.9344915454708662	-1.8061454753381518	-1.7540394168934021	-1.7127169087380132	-1.6902967311749677	-1.838319447889753	-1.9863421646039487	-2.1343648813191507	-2.28238759803396	-2.370219401067687	-2.298555157785077	0.0	-2.155226671220084	0.0	-2.056947289839493	0.0	-2.038925230747304	0.0	0.0	-1.9973063426644289	-1.9841623583937933	-1.9751513288477462	-1.9661402993016108	-1.9571292697554146	-1.9481182402093307	-1.9391072106631544	-1.9300961811171469	-1.9051150991938544	-1.8923372002663044	-1.8795593013388845	-1.8667814024113363	-1.854003503483808	-1.8412256045561852	-1.8284477056289719	-1.8156698067013781	-1.802891907773732	-1.7901140088463277	-1.7773361099188372	-1.7645582109912699	-1.7353660210271236	0.0	-1.705346485544089	-1.7053464855442284	-1.7053464855438318
EX_h(e)	-28.273384031642856	-28.27338403164272	-28.276730830468985	-28.362445116182037	-28.448159401897122	-28.55435174165345	-28.668637455939013	-28.670554532231083	-28.662403817446155	-28.66240381744624	-28.662403817446183	-28.662403817446048	-28.662403817446883	-28.6624038174462	-28.662403817445842	-28.66240381744623	-28.662403817446346	-28.662403817446176	-28.662403817445323	-28.6624038174472	-28.662403817446265	-28.662403817446133	-28.662403817446254	-28.662403817446226	-28.66240381744634	-28.662403817446027	-28.6624038174459	-28.662403817446048	-28.662403817446492	-28.662403817446513	-28.662403817445934	-28.662403817446446	-28.66240381744624	-28.662403817446236	-28.662403817445885	-28.66240381744592	-28.662403817446187	-28.66240381744629	-28.662403817446275	-28.662403817445373	-28.66240381744607	-28.662403817446233	-28.662403817446126	-28.662403817446055	-28.662403817446062	-28.662403817446165	-28.662403817446318	-28.662403817446304	-28.662403817445984	-28.66240381744694
EX_no3(e)	-0.0011547220637810579	-0.0011547220637810596	-0.0011547220637810672	-0.0011547220637810299	-0.0011547220637810579	-0.00115472206378106	-0.0011547220637810592	-0.0006269780603793616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_o2(e)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_pi(e)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_sucr(e)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_fru-B(e)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_glc-A(e)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_so4(e)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_hco3(e)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
