	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	1050	1100	1150	1200	1250	1300	1350	1400	1450	1500	1550	1600	1650	1700	1750	1800	1850	1900	1950	2000	2050
Coleoptile_Biomass_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Straw_Biomass_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACCOAC_OSAc_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACCOAC_OSAr_M	0.0	0.0	0.0	0.0	0.0	0.0	-5.3140890746932734e-12	0.0	0.0	-2.03960249555118e-10	8.459428650308282e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0248914837126636e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.504573980535914e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACPC_OSs_M	0.0	0.0	0.0	0.0	0.0	0.0	5.314089074693272e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.185222112506251e-12	0.0	0.0	0.0	3.3717098966878874e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.8800371451381038e-11	4.1468163373713954e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACPC_OSm_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAC_Osc_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.587746307518244e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1256860970803871e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAC_Osr_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.1808278647993556e-10	8.459428650308282e-11	0.0	0.0	0.0	0.0	1.0546225070556774e-12	0.0	0.0	0.0	-6.87720494043875e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.7522869902679564e-11	4.1468163373713954e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EX_co2(e)	-0.5580813739897853	-1.3784724771941435	-2.19886358039661	-3.017497349585495	-3.8357500710480994	-4.654002792513079	-5.472255513976203	-6.290508235442456	-7.108760956906948	-7.927013678371755	-8.74526639983625	-9.563519121300788	-10.381771842757868	-11.200024564230539	-12.01827728569405	-12.836530007165443	-13.654782728624554	-14.47303545008889	-15.291288171553612	-16.109540893017996	-16.92779361448295	-17.746046335953235	-18.56409293090113	-19.38200510272017	-20.199917274538464	-21.017807695412444	-21.835642058773892	-22.653476422136336	-23.47131078549826	-24.28914514886	-25.106979512221947	-25.92481387559889	-26.742648238945353	-27.560482602308028	-28.378316965668862	-29.0	-29.0	-29.0	-29.0	-29.0
EX_h2o(e)	0.05444107007138205	-1.8817781535788294	-3.8184410831559386	-5.733558779330607	-7.638049225405872	-9.542539671761931	-11.447030117977217	-13.351520564159419	-15.256011010400334	-17.160501456638926	-19.06499190282567	-20.96948234896279	-22.873972795250502	-24.778463241556274	-26.682953687699367	-28.58744413390594	-30.49193458011864	-32.396425026334605	-34.300915472551004	-36.2054059187698	-38.109896364980045	-40.014386811203856	-41.912899709609086	-43.80751441599465	-45.702129122392954	-47.5975250372906	-49.4949343179198	-51.39234359852494	-53.289752879138284	-55.18716215977078	-57.08457144037959	-58.98198072100064	-60.87939000163258	-62.776799282225525	-64.67420856287485	-65.9071872476027	-64.8495044028226	-64.05502346994261	-63.99155080891077	-63.05545295010053
