Reaction,Lower Bound,Upper Bound
EX_co2(e),-6.942815984632013,-6.234912890300111
EX_h2o(e),-46.15861417907064,0.0
EX_h(e),-8.784035870423095,0.0
EX_o2(e),-44.45241363410947,0.0
EX_nh4(e),-1.2843329878039613,-0.18001790021146907
EX_mg2(e),-0.016473226320307777,0.0
EX_photonVis(e),-275.0,-250.7724140882826
PRISM_white_LED_M,227.97492189844078,249.99999999999997
RPSI_430(u)_M,0.6208657624235966,0.68084875
RPSI_450(u)_M,0.0,33.982031500000005
RPSI_470(u)_M,0.0,47.49298375
RPSI_490(u)_M,0.0,12.59747775
RPSI_510(u)_M,0.0,36.89597975
RPSI_530(u)_M,0.0,33.01180875
RPSI_550(u)_M,0.0,7.850402500000001
RPSI_570(u)_M,0.0,1.14803914425
RPSI_590(u)_M,0.12939977793683022,0.146295
RPSI_630(u)_M,0.0,3.5253125
RPSI_650(u)_M,0.0,35.0267885
RPSI_670(u)_M,0.0,36.5980245
RPSI_690(u)_M,0.0,0.8145934322499999
RPSII_470(u)_M,0.0,47.49298375
RPSII_490(u)_M,0.0,12.59747775
RPSII_510(u)_M,0.0,36.89597975
RPSII_530(u)_M,0.0,33.01180875
RPSII_550(u)_M,0.0,7.850402500000001
RPSII_630(u)_M,0.0,3.5253125
RPSII_650(u)_M,0.0,35.0267885
RPSII_670(u)_M,0.0,36.5980245
RPSII_690(u)_M,0.0,0.8145934322499999
CO2tex_M,6.234912890300144,6.942815984632016
Htex_M,-8.054189167890938,9.508892761216028
O2tex_M,0.0,44.452413634115715
Pitex_M,-4.249620420732535,9.406304016666581
PPASs_M,0.7482129209594724,3.8392465418598416
PPAIcxc_M,0.0,2.5502355543626876
APLs_M,0.0,0.03932291506311089
CATs_M,0.0,6.995908586785482
CATx_M,0.1757442228484318,1.562615029311213
CATm_M,0.0,1.3733223497717462
RBPCs_M,6.006860666279296,8.897924404141783
CYOO6m_M,0.0,3.633908653237451
AOXm_M,0.0,4.056225037611373
ATPSs_M,30.992428041712255,40.273764056514246
ATPSm_M,0.0,9.590768755614164
GLUSys_M,0.0,3.866787513060254
GTHRm_M,0.0,1.0275138420373744
ADK1c_M,0.0,2.467882985046165
ADK1s_M,0.0,1.878428115831547
DUTNHc_M,0.0,2.01822726796161
ATDUDc_M,0.0,1.888120839340964
DUMPKc_M,-1.047938661507889,2.0291161358121457
ATUDc_M,0.0,2.2091731672600234
ATUDs_M,0.0,2.208678438037178
PEPSs_M,0.0,0.10949708214491857
PYKc_M,0.0,3.313811336561193
PPDKc_M,0.0,0.31
ACSc_M,0.0,0.9348401883940008
ACSs_M,0.0,1.3988641977119287
GLU5Kc_M,0.0,0.011898470891260752
GALs_M,0.0,3.8864579005418456
AGATm_M,-1.865079336385177,2.025332730200603
ALAATc_M,-4.869163171100007,0.0
AAATc_M,0.0,0.010401299103117897
GTHPm_M,0.0,1.1120434771663419
GALUic_M,0.0,2.2110761561703756
MDHm_M,0.09623753150022243,6.125694533859027
ATPCSc_M,0.0,6.329015000007571
CSx_M,0.0,1.2805467622309628
CSm_M,0.09623753150022202,6.1256945338589786
ASPTAc_M,-3.531900396467754,0.5691088226748371
GLYTAx_M,0.0,1.4694801551458174
LYSDCs_M,0.0,0.10952691137055243
PDHam1s_M,0.0,0.8410209633346989
PDHam2s_M,0.0,0.832908295055947
PDHe2s_M,0.0,0.8329082950559297
PDHe3s_M,0.0,0.8329082950559354
DAPDCs_M,0.0051808624156614025,0.11470472777318275
MALSx_M,0.0,1.2805467622309625
GOXx_M,0.0,3.1252300586226314
ICLx_M,0.0,0.7513330972959112
ASPKs_M,0.0,1.23885558887685
HCGALc_M,0.0,0.010559949033852638
PSPs_M,0.0,1.5198882295523437
CYSTGLs_M,0.0,0.033566088193589416
CYSTBSs_M,0.0,1.385521753486893
SGATx_M,0.5326596481110816,1.5363769128883895
AMETAHYCSTc_M,-0.44243872043301824,0.0
ENOs_M,-1.7815980268601999,2.776067892192387
ORNTAc_M,-0.01067649179328034,0.0
IAAALASc_M,0.0,1.8045171002384652
IAALEUSc_M,0.0,1.8959662928175216
IAAALAHc_M,0.0,1.8254362269492304
IAALEUHc_M,0.0,1.9749560445997913
PPDHc_M,0.0,0.06985062009011211
PPDHs_M,0.0,0.07019946705645132
MALCOADCc_M,0.0,0.13016565986914388
ICHDxm_M,0.0,0.42430566401739866
ACALDHc_M,0.0,1.0515919813573051
ARGDHTs_M,0.0,0.07019946705641167
ARGOAT2s_M,0.0,0.07049808711757936
ARGDHs_M,0.0,0.07006634858293437
GLYDHDm_M,0.0,1.9600258085037314
DHLDHm_M,0.0,1.895723137543189
MTAMnh4m_M,0.0,1.9508917237191876
THRAc_M,0.0,1.1471341982090228
MDHARc_M,0.0,9.179242396902126
MDHARyc_M,0.0,28.39399440719788
MDHARys_M,0.0,4.700728495536713
ASCOXc_M,0.0,14.911341073387481
ASCPO1c_M,0.0,3.047785391108933
ASCPO1s_M,0.0,4.700728495536609
FBPc_M,0.0,5.432127340162462
FBPs_M,0.0,5.878153703772508
SPSc_M,0.0,2.096957247914685
PGI1c_M,-5.494636868898113,2.0722497649581566
PGI1s_M,-2.7136742405864918,3.693490293606716
INVc_M,0.0,2.1311234149400144
SPPc_M,0.0,1.4902266474455645
SUSc_M,0.0,2.2102088450318482
XYL2c_M,0.0,4.401887833741421
SHMTm_M,0.0,1.9589912703976085
GLPATs_M,0.7482129209594723,3.8933059045336633
TPIc_M,0.0,12.121869013461573
TPIs_M,-16.291237455141147,-5.32633742406713
RPIs_M,2.6219366095541257,3.792090873076199
GAPDHc_M,-3.0167701150406434,7.616892677798695
GAPDH1ys_M,-23.47389508470864,-14.689267359756903
FBAc_M,-5.432127340162483,0.0
FBAs_M,-5.870958648766985,0.0
FUMm_M,-0.6389101028312215,0.0
ARGSL1c_M,0.0,0.21934210373667937
LATs_M,-0.03203025041669477,0.0
DHAD-bs_M,0.0,0.03932291506310923
IPMSs_M,0.0,0.032030250416717684
VALATs_M,-0.03759757739640667,0.0
P5CRc_M,0.0,0.0014360798226094808
CYSTALs_M,0.0,0.47743445967967474
PGLYCPs_M,1.0657950364039668,3.0727538257767746
UG46DHc_M,0.0,0.02505232566930708
UDDGEc_M,0.0,0.025052325669316627
URMNORc_M,0.0,0.025052325669311593
HPRyx_M,0.5670531587192046,1.536376912888371
THRSs_M,0.0,1.2385843469345053
PGKc_M,-2.9476964257673837,7.089970442341747
PGKs_M,-23.33509214713245,-14.683703392828143
PGLYDHs_M,0.0,1.5303508268783559
